date,Country/Region,Province/State,Confirmed,Deaths,Recovered,Latitude,Longitude,Active
2020-01-22,China,Anhui,1,0,0,31.825700000000012,117.22639999999994,1
2020-01-22,China,Beijing,14,0,0,40.18239999999999,116.41420000000008,14
2020-01-22,China,Chongqing,6,0,0,30.057199999999987,107.87399999999991,6
2020-01-22,China,Fujian,1,0,0,26.078899999999983,117.98740000000001,1
2020-01-22,China,Gansu,0,0,0,36.93549999999999,102.44630000000004,0
2020-01-22,China,Guangdong,26,0,0,23.341699999999975,113.42439999999996,26
2020-01-22,China,Guangxi,2,0,0,23.829799999999985,108.78810000000007,2
2020-01-22,China,Guizhou,1,0,0,26.815399999999983,106.87480000000002,1
2020-01-22,China,Hainan,4,0,0,19.195900000000016,109.7453,4
2020-01-22,China,Hebei,1,0,0,38.795899999999975,115.32275000000006,1
2020-01-22,China,Heilongjiang,0,0,0,47.86200000000003,127.76149999999996,0
2020-01-22,China,Henan,5,0,0,33.88199999999999,113.61399999999999,5
2020-01-22,Hong Kong,Hong Kong,0,0,0,22.299999999999986,114.1999999999999,0
2020-01-22,China,Hubei,444,17,28,30.975599999999993,112.2707,399
2020-01-22,China,Hunan,4,0,0,27.610400000000016,111.70879999999995,4
2020-01-22,China,Inner Mongolia,0,0,0,44.09349999999996,113.94480000000013,0
2020-01-22,China,Jiangsu,1,0,0,32.971099999999986,119.45499999999996,1
2020-01-22,China,Jiangxi,2,0,0,27.61400000000001,115.72209999999998,2
2020-01-22,China,Jilin,0,0,0,43.66609999999998,126.1923,0
2020-01-22,China,Liaoning,2,0,0,41.29559999999998,122.60849999999998,2
2020-01-22,Macau,Macau,1,0,0,22.166699999999995,113.55000000000007,1
2020-01-22,China,Ningxia,1,0,0,37.26919999999997,106.16550000000004,1
2020-01-22,China,Qinghai,0,0,0,35.745200000000004,95.99560000000008,0
2020-01-22,China,Shaanxi,0,0,0,35.191700000000004,108.87010000000006,0
2020-01-22,China,Shandong,2,0,0,36.34269999999999,118.14980000000006,2
2020-01-22,China,Shanghai,9,0,0,31.202000000000005,121.4490999999999,9
2020-01-22,China,Shanxi,1,0,0,37.577700000000036,112.29219999999995,1
2020-01-22,China,Sichuan,5,0,0,30.61710000000001,102.71030000000007,5
2020-01-22,Taiwan,Taiwan,1,0,0,23.699999999999996,121.0,1
2020-01-22,China,Tianjin,4,0,0,39.30539999999998,117.32300000000001,4
2020-01-22,China,Tibet,0,0,0,31.69269999999999,88.0924,0
2020-01-22,US,Washington,1,0,0,46.59930045710042,-119.07118125090172,1
2020-01-22,China,Xinjiang,0,0,0,41.112900000000025,85.2401,0
2020-01-22,China,Yunnan,1,0,0,24.974000000000018,101.48700000000005,1
2020-01-22,China,Zhejiang,10,0,0,29.18319999999997,120.09340000000005,10
2020-01-22,Japan,,2,0,0,,,2
2020-01-22,Thailand,,2,0,0,,,2
2020-01-22,South Korea,,1,0,0,,,1
2020-01-23,China,Anhui,9,0,0,31.825700000000012,117.22639999999994,9
2020-01-23,China,Beijing,22,0,0,40.18239999999999,116.41420000000008,22
2020-01-23,China,Chongqing,9,0,0,30.057199999999987,107.87399999999991,9
2020-01-23,China,Fujian,5,0,0,26.078899999999983,117.98740000000001,5
2020-01-23,China,Gansu,2,0,0,36.93549999999999,102.44630000000004,2
2020-01-23,China,Guangdong,32,0,2,23.341699999999975,113.42439999999996,30
2020-01-23,China,Guangxi,5,0,0,23.829799999999985,108.78810000000007,5
2020-01-23,China,Guizhou,3,0,0,26.815399999999983,106.87480000000002,3
2020-01-23,China,Hainan,5,0,0,19.195900000000016,109.7453,5
2020-01-23,China,Hebei,1,1,0,38.795899999999975,115.32275000000006,0
2020-01-23,China,Heilongjiang,2,0,0,47.86200000000003,127.76149999999996,2
2020-01-23,China,Henan,5,0,0,33.88199999999999,113.61399999999999,5
2020-01-23,Hong Kong,Hong Kong,2,0,0,22.299999999999986,114.1999999999999,2
2020-01-23,China,Hubei,444,17,28,30.975599999999993,112.2707,399
2020-01-23,China,Hunan,9,0,0,27.610400000000016,111.70879999999995,9
2020-01-23,China,Inner Mongolia,0,0,0,44.09349999999996,113.94480000000013,0
2020-01-23,China,Jiangsu,5,0,0,32.971099999999986,119.45499999999996,5
2020-01-23,China,Jiangxi,7,0,0,27.61400000000001,115.72209999999998,7
2020-01-23,China,Jilin,1,0,0,43.66609999999998,126.1923,1
2020-01-23,China,Liaoning,3,0,0,41.29559999999998,122.60849999999998,3
2020-01-23,Macau,Macau,2,0,0,22.166699999999995,113.55000000000007,2
2020-01-23,China,Ningxia,1,0,0,37.26919999999997,106.16550000000004,1
2020-01-23,China,Qinghai,0,0,0,35.745200000000004,95.99560000000008,0
2020-01-23,China,Shaanxi,3,0,0,35.191700000000004,108.87010000000006,3
2020-01-23,China,Shandong,6,0,0,36.34269999999999,118.14980000000006,6
2020-01-23,China,Shanghai,16,0,0,31.202000000000005,121.4490999999999,16
2020-01-23,China,Shanxi,1,0,0,37.577700000000036,112.29219999999995,1
2020-01-23,China,Sichuan,8,0,0,30.61710000000001,102.71030000000007,8
2020-01-23,Taiwan,Taiwan,1,0,0,23.699999999999996,121.0,1
2020-01-23,China,Tianjin,4,0,0,39.30539999999998,117.32300000000001,4
2020-01-23,China,Tibet,0,0,0,31.69269999999999,88.0924,0
2020-01-23,US,Washington,1,0,0,46.59930045710042,-119.07118125090172,1
2020-01-23,China,Xinjiang,2,0,0,41.112900000000025,85.2401,2
2020-01-23,China,Yunnan,2,0,0,24.974000000000018,101.48700000000005,2
2020-01-23,China,Zhejiang,27,0,0,29.18319999999997,120.09340000000005,27
2020-01-23,Japan,,1,0,0,,,1
2020-01-23,Thailand,,3,0,0,,,3
2020-01-23,South Korea,,1,0,0,,,1
2020-01-23,Singapore,,1,0,0,,,1
2020-01-23,Philippines,,0,0,0,,,0
2020-01-23,Malaysia,,0,0,0,,,0
2020-01-23,Vietnam,,2,0,0,,,2
2020-01-23,Australia,,0,0,0,,,0
2020-01-23,Mexico,,0,0,0,,,0
2020-01-23,Brazil,,0,0,0,,,0
2020-01-23,Colombia,,0,0,0,,,0
2020-01-24,China,Hubei,549,24,31,30.975599999999993,112.2707,494
2020-01-24,China,Guangdong,53,0,2,23.341699999999975,113.42439999999996,51
2020-01-24,China,Zhejiang,43,0,1,29.18319999999997,120.09340000000005,42
2020-01-24,China,Beijing,36,0,1,40.18239999999999,116.41420000000008,35
2020-01-24,China,Chongqing,27,0,0,30.057199999999987,107.87399999999991,27
2020-01-24,China,Hunan,24,0,0,27.610400000000016,111.70879999999995,24
2020-01-24,China,Guangxi,23,0,0,23.829799999999985,108.78810000000007,23
2020-01-24,China,Shanghai,20,0,1,31.202000000000005,121.4490999999999,19
2020-01-24,China,Jiangxi,18,0,0,27.61400000000001,115.72209999999998,18
2020-01-24,China,Sichuan,15,0,0,30.61710000000001,102.71030000000007,15
2020-01-24,China,Shandong,15,0,0,36.34269999999999,118.14980000000006,15
2020-01-24,China,Anhui,15,0,0,31.825700000000012,117.22639999999994,15
2020-01-24,China,Fujian,10,0,0,26.078899999999983,117.98740000000001,10
2020-01-24,China,Henan,9,0,0,33.88199999999999,113.61399999999999,9
2020-01-24,China,Jiangsu,9,0,0,32.971099999999986,119.45499999999996,9
2020-01-24,China,Hainan,8,0,0,19.195900000000016,109.7453,8
2020-01-24,China,Tianjin,8,0,0,39.30539999999998,117.32300000000001,8
2020-01-24,China,Yunnan,5,0,0,24.974000000000018,101.48700000000005,5
2020-01-24,China,Shaanxi,5,0,0,35.191700000000004,108.87010000000006,5
2020-01-24,China,Heilongjiang,4,1,0,47.86200000000003,127.76149999999996,3
2020-01-24,China,Liaoning,4,0,0,41.29559999999998,122.60849999999998,4
2020-01-24,China,Guizhou,3,0,0,26.815399999999983,106.87480000000002,3
2020-01-24,China,Jilin,3,0,0,43.66609999999998,126.1923,3
2020-01-24,Taiwan,Taiwan,3,0,0,23.699999999999996,121.0,3
2020-01-24,China,Ningxia,2,0,0,37.26919999999997,106.16550000000004,2
2020-01-24,Hong Kong,Hong Kong,2,0,0,22.299999999999986,114.1999999999999,2
2020-01-24,Macau,Macau,2,0,0,22.166699999999995,113.55000000000007,2
